lat,lon,ts,tid,vid
49.29106521606445,-123.1360855102539,1498614448,9019759,2174
49.28575134277344,-123.1166000366211,1498614448,9019773,2185
49.28598403930664,-123.11695098876953,1498614448,9019780,2109
49.285701751708984,-123.12654876708984,1498614448,9019797,2116
49.28468322753906,-123.11489868164062,1498614448,9019854,2243
49.28485107421875,-123.12521362304688,1498614448,9019895,2249
49.28020095825195,-123.11184692382812,1498614448,9019951,2269
49.279998779296875,-123.11226654052734,1498614448,9019952,2101
49.27996826171875,-123.11231994628906,1498614448,9019953,2183
49.286781311035156,-123.14106750488281,1498614448,9020511,2198
49.28681564331055,-123.14111328125,1498614448,9020603,2106
49.28010177612305,-123.13076782226562,1498614448,9020621,2166
49.28083419799805,-123.11103057861328,1498614448,9020686,2226
49.28556823730469,-123.13919830322266,1498614448,9020745,2135
49.26526641845703,-123.05657958984375,1498614448,9021259,2236
49.28216552734375,-123.0864486694336,1498614448,9021260,2212
49.28086853027344,-123.1205825805664,1498614448,9021261,2171
49.23453140258789,-123.18588256835938,1498614448,9021320,2151
49.268367767333984,-123.16739654541016,1498614448,9021322,2178
49.23613357543945,-123.18526458740234,1498614448,9021331,2164
49.282684326171875,-123.1177978515625,1498614448,9021347,2281
49.26811599731445,-123.15323638916016,1498614448,9021348,2139
49.26653289794922,-123.1857681274414,1498614448,9021368,2197
49.27788162231445,-123.05654907226562,1498614448,9021394,2255
49.24855041503906,-123.05561828613281,1498614448,9021395,2242
49.22148132324219,-123.09086608886719,1498614448,9021685,2514
49.28071594238281,-123.0998306274414,1498614448,9021705,2572
49.26253128051758,-123.09529876708984,1498614448,9021730,2561
49.25600051879883,-123.0898666381836,1498614448,9021756,2535
49.23438262939453,-123.09051513671875,1498614448,9021808,2505
49.22505187988281,-123.09073638916016,1498614448,9021809,2568
49.22169876098633,-123.09086608886719,1498614448,9021827,2543
49.22584915161133,-123.0906982421875,1498614448,9021850,2558
49.28229904174805,-123.10870361328125,1498614448,9021907,2511
49.25149917602539,-123.0899658203125,1498614448,9021937,2516
49.26359939575195,-123.1395492553711,1498614448,9022428,2153
49.262001037597656,-123.0490493774414,1498614448,9022459,2225
49.26246643066406,-123.08768463134766,1498614448,9022461,2267
49.263099670410156,-123.10880279541016,1498614448,9022547,2115
49.263282775878906,-123.11904907226562,1498614448,9022489,2175
49.2642822265625,-123.18116760253906,1498614448,9022490,2283
49.26234817504883,-123.07281494140625,1498614448,9022460,2132
49.26566696166992,-123.02529907226562,1498614448,9022680,2128
49.26241683959961,-123.08087921142578,1498614448,9022683,2229
49.26340103149414,-123.12681579589844,1498614448,9022725,2224
49.26285171508789,-123.09893035888672,1498614448,9022726,2142
49.263450622558594,-123.12911987304688,1498614448,9022569,2103
49.26228332519531,-123.06475067138672,1498614448,9022573,2227
49.26563262939453,-123.02513122558594,1498614448,9022629,2162
49.26386642456055,-123.15556335449219,1498614448,9022702,2231
49.26313400268555,-123.10997009277344,1498614448,9022727,2114
49.26558303833008,-123.02503204345703,1498614448,9022728,2232
49.28448486328125,-123.11056518554688,1498614448,9023342,2124
49.28093338012695,-123.12046813964844,1498614448,9023353,2206
49.22294998168945,-123.13996887207031,1498614448,9023354,2562
49.26430130004883,-123.13853454589844,1498614448,9023357,2523
49.210968017578125,-123.14043426513672,1498614448,9023412,2192
49.28033447265625,-123.11961364746094,1498614448,9023460,2121
49.20458221435547,-123.13038635253906,1498614448,9023558,2188
49.20330047607422,-123.13580322265625,1498614448,9023559,2567
49.21943283081055,-123.1401138305664,1498614448,9023560,2565
49.2283821105957,-123.1397476196289,1498614448,9023561,2506
49.27556610107422,-123.12864685058594,1498614448,9023563,2552
49.28086853027344,-123.12055206298828,1498614448,9023564,2277
49.28084945678711,-123.1205825805664,1498614448,9023565,2191
49.284149169921875,-123.11405181884766,1498614448,9023566,2177
49.265933990478516,-123.2482681274414,1498614448,9023945,2250
49.281166076660156,-123.03514862060547,1498614448,9023938,2253
49.281166076660156,-123.05883026123047,1498614448,9023939,2184
49.28120040893555,-123.06465148925781,1498614448,9023940,2207
49.281333923339844,-123.0992660522461,1498614448,9023941,2117
49.280799865722656,-123.12066650390625,1498614448,9023942,2190
49.263633728027344,-123.1440200805664,1498614448,9023943,2170
49.264251708984375,-123.1809310913086,1498614448,9023944,2156
49.2661018371582,-123.24713134765625,1498614448,9023986,2146
49.26359939575195,-123.19226837158203,1498614448,9024046,2223
49.26386642456055,-123.15571594238281,1498614448,9024047,2119
49.28110122680664,-123.1202163696289,1498614448,9024048,2130
49.28401565551758,-123.11186981201172,1498614448,9024049,2131
49.28110122680664,-123.08751678466797,1498614448,9024050,2219
49.251731872558594,-123.11528015136719,1498614448,9024551,9692
49.20901870727539,-123.11683654785156,1498614448,9024552,9552
49.23371887207031,-123.11634826660156,1498614448,9024623,9482
49.281166076660156,-123.0608139038086,1498614448,9131559,2246
49.28141784667969,-123.10308074951172,1498614448,9131560,2125
49.280799865722656,-123.12065124511719,1498614448,9131579,2199
49.26359939575195,-123.1402359008789,1498614448,9131580,2203
49.242618560791016,-123.15345001220703,1498614448,9131581,2148
49.2758674621582,-123.04412078857422,1498614448,9131591,2215
49.273799896240234,-123.04413604736328,1498614448,9131592,2237
49.26755142211914,-123.04425048828125,1498614448,9131684,2180
49.24964904785156,-123.04236602783203,1498614448,9131709,2245
49.23794937133789,-123.15544891357422,1498614448,9131722,2274
49.24858474731445,-123.15323638916016,1498614448,9131723,2288
49.248451232910156,-123.15325164794922,1498614448,9131724,2210
49.26371765136719,-123.14646911621094,1498614448,9131725,2158
49.281166076660156,-123.12010192871094,1498614448,9131726,2222
49.28129959106445,-123.09660339355469,1498614448,9131727,2230
49.28121566772461,-123.06646728515625,1498614448,9131728,2105
49.28419876098633,-123.11212921142578,1498614448,9131738,2195
49.20966720581055,-123.1180648803711,1498614448,9025573,2154
49.21063232421875,-123.13018035888672,1498614448,9025574,2145
49.24586868286133,-123.12764739990234,1498614448,9025575,2118
49.20954895019531,-123.11833190917969,1498614448,9025581,2254
49.20741653442383,-123.12335205078125,1498614448,9025582,2126
49.223751068115234,-123.12843322753906,1498614448,9025583,2201
49.2635498046875,-123.11489868164062,1498614448,9025584,2157
49.28123474121094,-123.11958312988281,1498614448,9025585,2287
49.263282775878906,-123.1189193725586,1498614448,9025649,2244
49.229583740234375,-123.12821960449219,1498614448,9025650,2136
49.2091178894043,-123.11609649658203,1498614448,9025651,2208
49.28276824951172,-123.11190032958984,1498614448,9073175,9498
49.233848571777344,-123.03531646728516,1498614448,9026019,2266
49.25749969482422,-123.09223175048828,1498614448,9026051,2257
49.28165054321289,-123.11021423339844,1498614448,9026052,2179
49.283668518066406,-123.11325073242188,1498614448,9026068,2161
49.293582916259766,-123.13521575927734,1498614448,9026108,2104
49.289833068847656,-123.12833404541016,1498614448,9073117,9695
49.28934860229492,-123.12670135498047,1498614448,9073118,9452
49.28948211669922,-123.12716674804688,1498614448,9073119,9555
49.297115325927734,-123.13619995117188,1498614448,9026137,2144
49.29103469848633,-123.13126373291016,1498614448,9026138,2120
49.24891662597656,-123.07328033447266,1498614448,9026147,2169
49.289615631103516,-123.1278305053711,1498614448,9026150,2134
49.233001708984375,-123.03368377685547,1498614448,9026169,2262
49.28390121459961,-123.11363220214844,1498614448,9026177,2204
49.22600173950195,-123.00303649902344,1498614448,9026187,2213
49.264984130859375,-123.10079956054688,1498614448,9026197,2268
49.28106689453125,-123.086181640625,1498614448,9026651,2536
49.26005172729492,-123.0697021484375,1498614448,9026652,2512
49.23776626586914,-123.06541442871094,1498614448,9026663,2563
49.27899932861328,-123.07044982910156,1498614448,9026718,2559
49.281349182128906,-123.09971618652344,1498614448,9026727,2548
49.2186164855957,-123.06591796875,1498614448,9026728,2539
49.2808837890625,-123.11668395996094,1498614448,9026835,2556
49.263118743896484,-123.06977081298828,1498614448,9026861,2525
49.27538299560547,-123.06953430175781,1498614448,9026862,2507
49.281333923339844,-123.09901428222656,1498614448,9026863,2531
49.277366638183594,-123.06981658935547,1498614448,9026887,2504
49.28253173828125,-123.11804962158203,1498614448,9026918,2528
49.26323318481445,-123.06977081298828,1498614448,9026922,2513
49.26729965209961,-123.07738494873047,1498614448,9027458,9554
49.22268295288086,-123.07743072509766,1498614448,9027512,9521
49.283599853515625,-123.11315155029297,1498614448,9027414,9696
49.28681564331055,-123.12142944335938,1498614448,9027432,9508
49.26466751098633,-123.07745361328125,1498614448,9027457,9563
49.28046798706055,-123.10363006591797,1498614448,9027470,9693
49.264984130859375,-123.07743072509766,1498614448,9027550,9690
49.2113151550293,-123.07711791992188,1498614448,9027551,9703
49.233299255371094,-123.07703399658203,1498614448,9027552,9496
49.280399322509766,-123.1007308959961,1498614448,9027557,9569
49.28776550292969,-123.14164733886719,1498614448,9027988,1519
49.27558135986328,-123.13016510009766,1498614448,9027989,1526
49.27448272705078,-123.11399841308594,1498614448,9027990,1518
49.27823257446289,-123.1095962524414,1498614448,9028147,1537
49.28106689453125,-123.13870239257812,1498614448,9028179,1532
49.27523422241211,-123.12958526611328,1498614448,9028180,1530
49.273250579833984,-123.09857940673828,1498614448,9028192,1514
49.258399963378906,-123.22151947021484,1498614448,9028524,9477
49.25505065917969,-123.18513488769531,1498614448,9028525,9687
49.24883270263672,-123.16143035888672,1498614448,9028526,9492
49.249149322509766,-123.129150390625,1498614448,9028527,9673
49.248565673828125,-123.081298828125,1498614448,9028528,9578
49.24763488769531,-123.07046508789062,1498614448,9028529,9510
49.25061798095703,-123.0384521484375,1498614448,9028530,9513
49.251617431640625,-123.00421905517578,1498614448,9028531,9691
49.25888442993164,-123.23896789550781,1498614448,9028642,9689
49.26634979248047,-123.00171661376953,1498614448,9028715,9451
49.2505989074707,-123.0344009399414,1498614448,9028716,9588
49.24980163574219,-123.05668640136719,1498614448,9028717,9507
49.245548248291016,-123.0660171508789,1498614448,9028718,9558
49.248966217041016,-123.11067962646484,1498614448,9028719,9685
49.25108337402344,-123.15618133544922,1498614448,9028720,9509
49.249717712402344,-123.17068481445312,1498614448,9028721,9670
49.25696563720703,-123.18511962890625,1498614448,9028722,9493
49.22246551513672,-123.02916717529297,1498614448,9029038,9713
49.23481750488281,-123.04308319091797,1498614448,9029062,9790
49.21551513671875,-123.0379867553711,1498614448,9029091,9745
49.22926712036133,-123.03600311279297,1498614448,9029114,9711
49.27265167236328,-123.03363037109375,1498614448,9029332,9659
49.238616943359375,-123.03268432617188,1498614448,9029344,9714
49.2814826965332,-123.02645111083984,1498614448,9029377,9735
49.24378204345703,-123.03478240966797,1498614448,9029396,9613
49.25871658325195,-123.02346801757812,1498614448,9029602,9610
49.23868179321289,-123.0328140258789,1498614448,9029630,9665
49.30513381958008,-123.02860260009766,1498614448,9029681,9661
49.237998962402344,-123.03136444091797,1498614448,9029704,9768
49.24995040893555,-123.0197982788086,1498614448,9029713,9736
49.281131744384766,-123.02986907958984,1498614448,9029700,9721
49.23976516723633,-123.05536651611328,1498614448,9029953,9716
49.24443435668945,-123.04593658447266,1498614448,9030014,9748
49.251651763916016,-123.18516540527344,1498614448,9030182,7437
49.27878189086914,-123.12963104248047,1498614448,9030183,16128
49.24028396606445,-123.08954620361328,1498614448,9030201,9537
49.257015228271484,-123.12155151367188,1498614448,9030202,9564
49.25783157348633,-123.18448638916016,1498614448,9030203,9483
49.257198333740234,-123.14678192138672,1498614448,9030300,9456
49.24001693725586,-123.06520080566406,1498614448,9030301,9556
49.2446174621582,-123.0479507446289,1498614448,9030302,9678
49.23478317260742,-123.18755340576172,1498614448,9030485,9494
49.263851165771484,-123.24349975585938,1498614448,9030503,9681
49.25393295288086,-123.23477935791016,1498614448,9030510,9523
49.23381805419922,-123.12664794921875,1498614448,9030522,9589
49.23466873168945,-123.1606674194336,1498614448,9030523,9529
49.232818603515625,-123.08988189697266,1498614448,9030530,9701
49.232765197753906,-123.05058288574219,1498614448,9030551,9584
49.232818603515625,-123.05816650390625,1498614448,9030553,9474
49.23466873168945,-123.16058349609375,1498614448,9030633,9454
49.23320007324219,-123.10668182373047,1498614448,9030634,9680
49.232666015625,-123.07353210449219,1498614448,9030635,9570
49.23301696777344,-123.03813171386719,1498614448,9030636,9531
49.23860168457031,-123.03202056884766,1498614448,9030637,9540
49.23478317260742,-123.19298553466797,1498614448,9030649,9576
49.234031677246094,-123.12881469726562,1498614448,9030673,9574
49.25888442993164,-123.23895263671875,1498614448,9030706,9704
49.25483322143555,-123.23931884765625,1498614448,9031290,8010
49.23473358154297,-123.18737030029297,1498614448,9031291,16212
49.23456573486328,-123.15416717529297,1498614448,9031292,8146
49.233184814453125,-123.1063003540039,1498614448,9031293,8015
49.232784271240234,-123.06490325927734,1498614448,9031294,8020
49.2328987121582,-123.04305267333984,1498614448,9031295,8021
49.232818603515625,-123.05615234375,1498614448,9031336,8123
49.23365020751953,-123.11768341064453,1498614448,9031337,8112
49.23473358154297,-123.17196655273438,1498614448,9031338,8130
49.253265380859375,-123.24320220947266,1498614448,9031339,8151
49.28160095214844,-123.12539672851562,1498614448,9031405,8154
49.26868438720703,-123.22241973876953,1498614448,9031409,16216
49.268184661865234,-123.15681457519531,1498614448,9031411,8152
49.268184661865234,-123.15750122070312,1498614448,9031437,16219
49.28556823730469,-123.11222076416016,1498614448,9031438,8045
49.278533935546875,-123.13002014160156,1498614448,9031473,16218
49.234615325927734,-123.15782928466797,1498614448,9031480,12023
49.22723388671875,-123.00655364990234,1498614448,9031495,12021
49.23476791381836,-123.18413543701172,1498614448,9031503,15020
49.254981994628906,-123.23889923095703,1498614448,9031504,12025
49.22533416748047,-123.08076477050781,1498614448,9031512,12022
49.226051330566406,-123.11554718017578,1498614448,9031537,12004
49.225433349609375,-123.09003448486328,1498614448,9031540,12010
49.22456741333008,-123.03125,1498614448,9031590,12003
49.2269172668457,-123.00836944580078,1498614448,9031649,12012
49.22596740722656,-123.0031509399414,1498614448,9031710,12014
49.22566604614258,-123.10238647460938,1498614448,9031645,12019
49.26539993286133,-123.24456787109375,1498614448,9031648,12005
49.26656723022461,-123.24553680419922,1498614448,9031662,15019
49.24586868286133,-123.23516845703125,1498614448,9031674,12016
49.23476791381836,-123.18596649169922,1498614448,9031695,15021
49.22698211669922,-123.14054870605469,1498614448,9031708,12007
49.22480010986328,-123.05313110351562,1498614448,9031709,12002
49.28223419189453,-123.11849975585938,1498614448,9032098,9586
49.26654815673828,-123.12031555175781,1498614448,9032099,9511
49.26731872558594,-123.13463592529297,1498614448,9032196,9533
49.26678466796875,-123.13935089111328,1498614448,9032197,9506
49.28143310546875,-123.10224914550781,1498614448,9032198,9581
49.27936553955078,-123.10543060302734,1498614448,9032199,9543
49.2661018371582,-123.08599853515625,1498614448,9032502,9541
49.26801681518555,-123.1462173461914,1498614448,9032503,9471
49.27280044555664,-123.23653411865234,1498614448,9032527,9490
49.26861572265625,-123.18656921386719,1498614448,9032650,9501
49.26801681518555,-123.14641571044922,1498614448,9032651,9495
49.26554870605469,-123.07935333251953,1498614448,9032652,9481
49.28125,-123.07046508789062,1498614448,9032855,8138
49.285301208496094,-123.11979675292969,1498614448,9032864,16209
49.280982971191406,-123.01339721679688,1498614448,9032874,16203
49.281131744384766,-123.02456665039062,1498614448,9032876,8091
49.281150817871094,-123.04467010498047,1498614448,9032915,8144
49.281368255615234,-123.10037994384766,1498614448,9032922,16217
49.281166076660156,-123.05706787109375,1498614448,9032992,16225
49.28318405151367,-123.11921691894531,1498614448,9033030,8041
49.28125,-123.06974792480469,1498614448,9033036,8155
49.2810173034668,-123.00403594970703,1498614448,9033045,16202
49.27880096435547,-122.91259765625,1498614448,9033058,8115
49.28004837036133,-122.92018127441406,1498614448,9033077,15018
49.19146728515625,-122.79530334472656,1498614448,9033410,15006
49.18756866455078,-122.8453140258789,1498614448,9033411,7451
49.13325119018555,-122.84256744384766,1498614448,9033412,7344
49.19150161743164,-122.84089660644531,1498614448,9033491,15003
49.16261672973633,-122.84566497802734,1498614448,9033492,15007
49.18479919433594,-122.84553527832031,1498614448,9033546,15005
49.191551208496094,-122.80239868164062,1498614448,9033547,15002
49.147216796875,-122.84576416015625,1498614448,9033603,7502
49.19160079956055,-122.84269714355469,1498614448,9033604,7503
49.261932373046875,-123.0434799194336,1498614448,9034222,8082
49.26238250732422,-123.07592010498047,1498614448,9034225,16223
49.262882232666016,-123.10005187988281,1498614448,9034227,8149
49.26298141479492,-123.10331726074219,1498614448,9034372,8018
49.26356887817383,-123.13704681396484,1498614448,9034229,8081
49.26369857788086,-123.14537048339844,1498614448,9034231,8150
49.263816833496094,-123.20833587646484,1498614448,9034235,16206
49.26238250732422,-123.07593536376953,1498614448,9034226,8125
49.26283264160156,-123.10041809082031,1498614448,9034228,8107
49.26340103149414,-123.12681579589844,1498614448,9034230,8148
49.26380157470703,-123.15184783935547,1498614448,9034232,8127
49.26413345336914,-123.17156982421875,1498614448,9034233,8133
49.26411819458008,-123.18588256835938,1498614448,9034234,15017
49.26679992675781,-123.2433853149414,1498614448,9034402,16205
49.263851165771484,-123.21002960205078,1498614448,9034403,8143
49.263633728027344,-123.18601989746094,1498614448,9034404,15014
49.263851165771484,-123.15443420410156,1498614448,9034405,8023
49.26321792602539,-123.11602020263672,1498614448,9034406,8142
49.26319885253906,-123.11434936523438,1498614448,9034407,8153
49.26285171508789,-123.09906768798828,1498614448,9034408,8124
49.26240158081055,-123.07868194580078,1498614448,9034409,8116
49.26323318481445,-123.06855010986328,1498614448,9034410,8131
49.26333236694336,-123.06878662109375,1498614448,9034411,8117
49.263450622558594,-123.06905364990234,1498614448,9034412,8036
49.208984375,-123.11689758300781,1498614448,9035180,9426
49.20735168457031,-123.05255126953125,1498614448,9035188,3289
49.203182220458984,-122.96446990966797,1498614448,9035190,16027
49.21106719970703,-123.08346557617188,1498614448,9035211,16047
49.20731735229492,-123.12376403808594,1498614448,9035163,7398
49.207916259765625,-123.02687072753906,1498614448,9035363,16022
49.207298278808594,-123.13463592529297,1498614448,9035370,9406
49.209068298339844,-123.11986541748047,1498614448,9035285,9441
49.21091842651367,-123.09812927246094,1498614448,9035287,9459
49.20581817626953,-122.96966552734375,1498614448,9035329,9423
49.204383850097656,-122.93659973144531,1498614448,9035685,9428
49.25001525878906,-122.91416931152344,1498614448,9035687,9440
49.245601654052734,-122.9114990234375,1498614448,9035702,7392
49.25075149536133,-122.9139175415039,1498614448,9035737,16031
49.190582275390625,-122.93626403808594,1498614448,9035918,9444
49.172332763671875,-122.94596862792969,1498614448,9035961,16039
49.20024871826172,-122.94554901123047,1498614448,9035991,9443
49.21194839477539,-122.95829772949219,1498614448,9036111,16021
49.211334228515625,-122.91798400878906,1498614448,9036120,7292
49.22610092163086,-123.00328063964844,1498614448,9036136,9464
49.22331619262695,-122.98390197753906,1498614448,9036161,9416
49.223167419433594,-122.93289947509766,1498614448,9036166,9415
49.2122688293457,-122.95829772949219,1498614448,9036231,9462
49.21466827392578,-122.92220306396484,1498614448,9036246,16006
49.22869873046875,-123.0002670288086,1498614448,9036284,16033
49.20124816894531,-122.91356658935547,1498614448,9036302,16050
49.21853256225586,-122.95801544189453,1498614448,9036322,16025
49.225982666015625,-123.00303649902344,1498614448,9036662,9411
49.259368896484375,-122.96461486816406,1498614448,9036694,9437
49.238468170166016,-123.00336456298828,1498614448,9036713,16026
49.25321578979492,-122.89289855957031,1498614448,9036750,16043
49.210933685302734,-122.95539855957031,1498614448,9036913,16003
49.21234893798828,-122.93648529052734,1498614448,9036974,7278
49.206451416015625,-123.01516723632812,1498614448,9037260,16018
49.21229934692383,-122.95866394042969,1498614448,9037280,7288
49.23416519165039,-122.9529800415039,1498614448,9037427,9422
49.266334533691406,-123.0008316040039,1498614448,9037475,9414
49.21656799316406,-122.93101501464844,1498614448,9037479,16001
49.240081787109375,-122.96561431884766,1498614448,9037521,16038
49.201148986816406,-122.91166687011719,1498614448,9037522,16008
49.20555114746094,-122.91680145263672,1498614448,9037568,3290
49.26628112792969,-123.00309753417969,1498614448,9037558,9445
49.20000076293945,-122.9484634399414,1498614448,9037891,16051
49.20043182373047,-122.95279693603516,1498614448,9037924,7178
49.233116149902344,-122.88316345214844,1498614448,9037928,9465
49.26470184326172,-123.01419830322266,1498614448,9038136,7394
49.21878433227539,-122.95751953125,1498614448,9038104,16032
49.26755142211914,-122.98114776611328,1498614448,9038137,9431
49.21211624145508,-122.95811462402344,1498614448,9038178,9450
49.259883880615234,-122.98374938964844,1498614448,9038151,16029
49.25641632080078,-123.01177978515625,1498614448,9038152,3304
49.229915618896484,-123.00723266601562,1498614448,9038153,9425
49.183048248291016,-122.96121978759766,1498614448,9038156,14043
49.26585006713867,-123.00309753417969,1498614448,9038346,9774
49.2810173034668,-123.00460052490234,1498614448,9038441,9737
49.22756576538086,-123.00727081298828,1498614448,9038405,9761
49.2365837097168,-123.00336456298828,1498614448,9038555,9551
49.30553436279297,-123.02845001220703,1498614448,9038532,9765
49.27146530151367,-123.00326538085938,1498614448,9038534,9755
49.227333068847656,-123.00675201416016,1498614448,9038557,9762
49.2814826965332,-123.0260009765625,1498614448,9038558,9763
49.27470016479492,-122.96456909179688,1498614448,9039009,9429
49.25579833984375,-122.93791961669922,1498614448,9039063,9434
49.2595329284668,-122.91656494140625,1498614448,9039232,16036
49.26300048828125,-122.98621368408203,1498614448,9039279,16012
49.26536560058594,-122.91062927246094,1498614448,9039452,8083
49.27671813964844,-122.91726684570312,1498614448,9039466,8084
49.26169967651367,-122.88984680175781,1498614448,9039554,8073
49.27378463745117,-122.92569732666016,1498614448,9039555,8047
49.261783599853516,-122.96733093261719,1498614448,9039614,9457
49.23320007324219,-122.95858001708984,1498614448,9039641,9421
49.274715423583984,-122.95345306396484,1498614448,9039677,14037
49.229618072509766,-122.96499633789062,1498614448,9039695,7282
49.24898147583008,-122.97470092773438,1498614448,9039701,16023
49.278465270996094,-122.91258239746094,1498614448,9039713,16002
49.260284423828125,-122.90795135498047,1498614448,9039907,16211
49.278499603271484,-122.9123306274414,1498614448,9039981,8145
49.26654815673828,-122.89923095703125,1498614448,9039983,16224
49.28089904785156,-122.92919921875,1498614448,9040001,8071
49.29658126831055,-122.8608169555664,1498614448,9040336,8087
49.26201629638672,-122.80928039550781,1498614448,9040417,3326
49.26323318481445,-122.81583404541016,1498614448,9040445,3316
49.2490348815918,-122.8360366821289,1498614448,9040655,14025
49.24813461303711,-122.89524841308594,1498614448,9040661,14018
49.24898147583008,-122.84513092041016,1498614448,9040662,14004
49.27565002441406,-122.79869842529297,1498614448,9040689,3313
49.24898147583008,-122.84525299072266,1498614448,9040695,3309
49.23323440551758,-122.88314819335938,1498614448,9040876,16540
49.23991775512695,-122.85675048828125,1498614448,9040877,16537
49.27261734008789,-122.80487060546875,1498614448,9040878,16553
49.267398834228516,-122.81378173828125,1498614448,9040909,16517
49.23749923706055,-122.8683853149414,1498614448,9040928,16525
49.1998176574707,-122.9489974975586,1498614448,9041109,9442
49.22818374633789,-122.89281463623047,1498614448,9041110,16004
49.22494888305664,-122.89865112304688,1498614448,9041132,9430
49.248748779296875,-122.89273071289062,1498614448,9041306,14002
49.236915588378906,-122.8712158203125,1498614448,9041307,3334
49.24718475341797,-122.8342514038086,1498614448,9041336,3339
49.251949310302734,-122.85234832763672,1498614448,9041477,3355
49.26213455200195,-122.89176940917969,1498614448,9041515,14017
49.24806594848633,-122.89433288574219,1498614448,9041533,3346
49.25153350830078,-122.77246856689453,1498614448,9041678,3348
49.23481750488281,-122.8630142211914,1498614448,9041727,14026
49.28103256225586,-123.0073013305664,1498614448,9041871,14005
49.28850173950195,-122.92418670654297,1498614448,9041900,14013
49.2776985168457,-122.84613037109375,1498614448,9041901,14015
49.28369903564453,-122.7931137084961,1498614448,9041902,3335
49.2769660949707,-122.80066680908203,1498614448,9041903,3347
49.26096725463867,-122.77388000488281,1498614448,9041938,3354
49.274566650390625,-122.7927474975586,1498614448,9041939,3314
49.285282135009766,-122.79792022705078,1498614448,9041940,3320
49.276634216308594,-122.8322982788086,1498614448,9041941,3350
49.28034973144531,-122.95968627929688,1498614448,9041942,3333
0.0,0.0,1498614448,9041943,14006
49.264034271240234,-122.79823303222656,1498614448,9042251,14011
49.232967376708984,-122.85401916503906,1498614448,9042280,3358
49.243499755859375,-122.78160095214844,1498614448,9042483,16526
49.26073455810547,-122.7737808227539,1498614448,9042572,1507
49.25471878051758,-122.7462158203125,1498614448,9042732,16545
49.27553176879883,-122.79840087890625,1498614448,9072695,16513
49.27013397216797,-122.7752685546875,1498614448,9042923,16544
49.275634765625,-122.7983169555664,1498614448,9072705,16550
49.274349212646484,-122.79226684570312,1498614448,9042933,16511
49.26708221435547,-122.79066467285156,1498614448,9043070,16509
49.27123260498047,-122.7434310913086,1498614448,9043071,16512
49.27601623535156,-122.79816436767578,1498614448,9072735,16520
49.26088333129883,-122.77733612060547,1498614448,9043107,17510
49.26736831665039,-122.76322937011719,1498614448,9072749,16502
49.27541732788086,-122.79850006103516,1498614448,9043262,16533
49.2843017578125,-122.75994873046875,1498614448,9043263,16538
49.274784088134766,-122.79920196533203,1498614448,9072745,16530
49.26301574707031,-122.78154754638672,1498614448,9043280,16501
49.28850173950195,-122.76712036132812,1498614448,9072739,17506
49.24873352050781,-122.89273071289062,1498614448,9043438,3312
49.28541564941406,-122.8763198852539,1498614448,9043450,14009
49.2776985168457,-122.84576416015625,1498614448,9043502,16514
49.27786636352539,-122.84619903564453,1498614448,9043513,3349
49.26128387451172,-122.8904037475586,1498614448,9043514,3321
49.2776985168457,-122.84619903564453,1498614448,9043695,16507
49.2772331237793,-122.84735107421875,1498614448,9043807,16534
49.321266174316406,-122.90543365478516,1498614448,9043833,16510
49.27786636352539,-122.84600067138672,1498614448,9043934,3344
